date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202125,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202052,BS,male,0,sex,94997,0,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,NA,NA
202053,BS,male,1131,sex,94997,1131,1.19,1.19,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.518,51.800000000000004
202101,BS,male,834,sex,94997,1965,0.88,2.07,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.505,50.5
202102,BS,male,1482,sex,94997,3447,1.56,3.63,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.445,44.5
202103,BS,male,1827,sex,94997,5274,1.92,5.55,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.449,44.9
202104,BS,male,1169,sex,94997,6443,1.23,6.78,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.443,44.3
202105,BS,male,292,sex,94997,6735,0.31,7.09,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.365,36.5
202106,BS,male,1905,sex,94997,8640,2.01,9.1,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.451,45.1
202107,BS,male,686,sex,94997,9326,0.72,9.82,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.382,38.2
202108,BS,male,859,sex,94997,10185,0.9,10.72,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.369,36.9
202109,BS,male,1053,sex,94997,11238,1.11,11.83,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.358,35.8
202110,BS,male,842,sex,94997,12080,0.89,12.72,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.4,40
202111,BS,male,265,sex,94997,12345,0.28,13,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.369,36.9
202112,BS,male,1610,sex,94997,13955,1.69,14.69,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.391,39.1
202113,BS,male,1691,sex,94997,15646,1.78,16.47,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.364,36.4
202114,BS,male,1074,sex,94997,16720,1.13,17.6,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.384,38.4
202115,BS,male,1331,sex,94997,18051,1.4,19,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.34,34
202116,BS,male,4924,sex,94997,22975,5.18,24.18,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.44,44
202117,BS,male,4304,sex,94997,27279,4.53,28.72,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.428,42.8
202118,BS,male,4709,sex,94997,31988,4.96,33.67,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.432,43.2
202119,BS,male,6661,sex,94997,38649,7.01,40.68,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.479,47.9
202120,BS,male,6950,sex,94997,45599,7.32,48,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.458,45.800000000000004
202121,BS,male,7295,sex,94997,52894,7.68,55.68,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.474,47.4
202122,BS,male,9638,sex,94997,62532,10.15,65.83,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.476,47.599999999999994
202123,BS,male,6883,sex,94997,69415,7.25,73.07,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.5,50
202124,BS,male,6674,sex,94997,76089,7.03,80.1,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.503,50.3
202125,BS,male,7726,sex,94997,83815,8.13,88.23,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.515,51.5
202052,BS,female,0,sex,100847,0,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,NA,NA
202053,BS,female,1054,sex,100847,1054,1.05,1.05,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.482,48.199999999999996
202101,BS,female,817,sex,100847,1871,0.81,1.86,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.495,49.5
202102,BS,female,1846,sex,100847,3717,1.83,3.69,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.555,55.50000000000001
202103,BS,female,2246,sex,100847,5963,2.23,5.91,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.551,55.1
202104,BS,female,1467,sex,100847,7430,1.45,7.37,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.557,55.7
202105,BS,female,509,sex,100847,7939,0.5,7.87,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.635,63.5
202106,BS,female,2318,sex,100847,10257,2.3,10.17,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.549,54.900000000000006
202107,BS,female,1109,sex,100847,11366,1.1,11.27,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.618,61.8
202108,BS,female,1468,sex,100847,12834,1.46,12.73,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.631,63.1
202109,BS,female,1889,sex,100847,14723,1.87,14.6,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.642,64.2
202110,BS,female,1265,sex,100847,15988,1.25,15.85,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.6,60
202111,BS,female,453,sex,100847,16441,0.45,16.3,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.631,63.1
202112,BS,female,2509,sex,100847,18950,2.49,18.79,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.609,60.9
202113,BS,female,2949,sex,100847,21899,2.92,21.72,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.636,63.6
202114,BS,female,1724,sex,100847,23623,1.71,23.42,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.616,61.6
202115,BS,female,2585,sex,100847,26208,2.56,25.99,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.66,66
202116,BS,female,6279,sex,100847,32487,6.23,32.21,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.56,56.00000000000001
202117,BS,female,5754,sex,100847,38241,5.71,37.92,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.572,57.199999999999996
202118,BS,female,6191,sex,100847,44432,6.14,44.06,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.568,56.8
202119,BS,female,7251,sex,100847,51683,7.19,51.25,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.521,52.1
202120,BS,female,8224,sex,100847,59907,8.15,59.4,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.542,54.2
202121,BS,female,8101,sex,100847,68008,8.03,67.44,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.526,52.6
202122,BS,female,10610,sex,100847,78618,10.52,77.96,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.524,52.400000000000006
202123,BS,female,6895,sex,100847,85513,6.84,84.79,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.5,50
202124,BS,female,6587,sex,100847,92100,6.53,91.33,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.497,49.7
202125,BS,female,7272,sex,100847,99372,7.21,98.54,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.485,48.5
202052,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,NA,NA
202053,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202101,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202102,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202103,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202104,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202105,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202106,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202107,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202108,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202109,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202110,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202111,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202112,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202113,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202114,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202115,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202116,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202117,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202118,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202119,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202120,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202121,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202122,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202123,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202124,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202125,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202052,FL,male,0,sex,19215,0,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,NA,NA
202053,FL,male,0,sex,19215,0,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,NA,NA
202101,FL,male,5,sex,19215,5,0.03,0.03,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.833,83.3
202102,FL,male,3,sex,19215,8,0.02,0.04,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.6,60
202103,FL,male,94,sex,19215,102,0.49,0.53,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.283,28.299999999999997
202104,FL,male,138,sex,19215,240,0.72,1.25,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.277,27.700000000000003
202105,FL,male,3,sex,19215,243,0.02,1.26,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.6,60
202106,FL,male,93,sex,19215,336,0.48,1.75,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.284,28.4
202107,FL,male,257,sex,19215,593,1.34,3.09,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.401,40.1
202108,FL,male,297,sex,19215,890,1.55,4.63,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.378,37.8
202109,FL,male,240,sex,19215,1130,1.25,5.88,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.455,45.5
202110,FL,male,310,sex,19215,1440,1.61,7.49,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.476,47.599999999999994
202111,FL,male,250,sex,19215,1690,1.3,8.8,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.426,42.6
202112,FL,male,535,sex,19215,2225,2.78,11.58,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.476,47.599999999999994
202113,FL,male,472,sex,19215,2697,2.46,14.04,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.465,46.5
202114,FL,male,420,sex,19215,3117,2.19,16.22,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.462,46.2
202115,FL,male,755,sex,19215,3872,3.93,20.15,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.522,52.2
202116,FL,male,1348,sex,19215,5220,7.02,27.17,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.519,51.9
202117,FL,male,786,sex,19215,6006,4.09,31.26,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.51,51
202118,FL,male,637,sex,19215,6643,3.32,34.57,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.465,46.5
202119,FL,male,1034,sex,19215,7677,5.38,39.95,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.526,52.6
202120,FL,male,1427,sex,19215,9104,7.43,47.38,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.52,52
202121,FL,male,1132,sex,19215,10236,5.89,53.27,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.514,51.4
202122,FL,male,1367,sex,19215,11603,7.11,60.39,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.493,49.3
202123,FL,male,1480,sex,19215,13083,7.7,68.09,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.515,51.5
202124,FL,male,1471,sex,19215,14554,7.66,75.74,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.524,52.400000000000006
202125,FL,male,826,sex,19215,15380,4.3,80.04,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.511,51.1
202052,FL,female,0,sex,19532,0,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,NA,NA
202053,FL,female,0,sex,19532,0,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,NA,NA
202101,FL,female,1,sex,19532,1,0.01,0.01,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.167,16.7
202102,FL,female,2,sex,19532,3,0.01,0.02,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.4,40
202103,FL,female,238,sex,19532,241,1.22,1.23,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.717,71.7
202104,FL,female,360,sex,19532,601,1.84,3.08,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.723,72.3
202105,FL,female,2,sex,19532,603,0.01,3.09,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.4,40
202106,FL,female,235,sex,19532,838,1.2,4.29,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.716,71.6
202107,FL,female,384,sex,19532,1222,1.97,6.26,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.599,59.9
202108,FL,female,489,sex,19532,1711,2.5,8.76,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.622,62.2
202109,FL,female,287,sex,19532,1998,1.47,10.23,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.545,54.50000000000001
202110,FL,female,341,sex,19532,2339,1.75,11.98,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.524,52.400000000000006
202111,FL,female,337,sex,19532,2676,1.73,13.7,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.574,57.4
202112,FL,female,589,sex,19532,3265,3.02,16.72,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.524,52.400000000000006
202113,FL,female,542,sex,19532,3807,2.77,19.49,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.535,53.5
202114,FL,female,490,sex,19532,4297,2.51,22,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.538,53.800000000000004
202115,FL,female,691,sex,19532,4988,3.54,25.54,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.478,47.8
202116,FL,female,1249,sex,19532,6237,6.39,31.93,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.481,48.1
202117,FL,female,755,sex,19532,6992,3.87,35.8,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.49,49
202118,FL,female,734,sex,19532,7726,3.76,39.56,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.535,53.5
202119,FL,female,930,sex,19532,8656,4.76,44.32,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.474,47.4
202120,FL,female,1318,sex,19532,9974,6.75,51.06,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.48,48
202121,FL,female,1071,sex,19532,11045,5.48,56.55,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.486,48.6
202122,FL,female,1406,sex,19532,12451,7.2,63.75,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.507,50.7
202123,FL,female,1394,sex,19532,13845,7.14,70.88,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.485,48.5
202124,FL,female,1337,sex,19532,15182,6.85,77.73,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.476,47.599999999999994
202125,FL,female,791,sex,19532,15973,4.05,81.78,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.489,48.9
202052,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,NA,NA
202053,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,NA,NA
202101,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202102,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202103,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202104,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202105,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202106,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202107,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202108,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202109,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202110,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202111,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202112,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202113,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202114,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202115,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202116,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202117,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202118,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202119,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202120,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202121,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202122,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202123,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202124,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202125,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0,0
202052,FR,male,0,sex,161153,0,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,NA,NA
202053,FR,male,210,sex,161153,210,0.13,0.13,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.289,28.9
202101,FR,male,136,sex,161153,346,0.08,0.21,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.257,25.7
202102,FR,male,420,sex,161153,766,0.26,0.48,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.321,32.1
202103,FR,male,1461,sex,161153,2227,0.91,1.38,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.437,43.7
202104,FR,male,1267,sex,161153,3494,0.79,2.17,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.414,41.4
202105,FR,male,1982,sex,161153,5476,1.23,3.4,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.433,43.3
202106,FR,male,2359,sex,161153,7835,1.46,4.86,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.458,45.800000000000004
202107,FR,male,2836,sex,161153,10671,1.76,6.62,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.474,47.4
202108,FR,male,2938,sex,161153,13609,1.82,8.44,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.497,49.7
202109,FR,male,3231,sex,161153,16840,2,10.45,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.454,45.4
202110,FR,male,1670,sex,161153,18510,1.04,11.49,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.479,47.9
202111,FR,male,1357,sex,161153,19867,0.84,12.33,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.496,49.6
202112,FR,male,3305,sex,161153,23172,2.05,14.38,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.494,49.4
202113,FR,male,3818,sex,161153,26990,2.37,16.75,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.491,49.1
202114,FR,male,4005,sex,161153,30995,2.49,19.23,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.484,48.4
202115,FR,male,3966,sex,161153,34961,2.46,21.69,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.466,46.6
202116,FR,male,3074,sex,161153,38035,1.91,23.6,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.442,44.2
202117,FR,male,3441,sex,161153,41476,2.14,25.74,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.419,41.9
202118,FR,male,7300,sex,161153,48776,4.53,30.27,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.49,49
202119,FR,male,7943,sex,161153,56719,4.93,35.2,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.509,50.9
202120,FR,male,7826,sex,161153,64545,4.86,40.05,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.489,48.9
202121,FR,male,7664,sex,161153,72209,4.76,44.81,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.49,49
202122,FR,male,8258,sex,161153,80467,5.12,49.93,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.482,48.199999999999996
202123,FR,male,11777,sex,161153,92244,7.31,57.24,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.511,51.1
202124,FR,male,13192,sex,161153,105436,8.19,65.43,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.528,52.800000000000004
202125,FR,male,8319,sex,161153,113755,5.16,70.59,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.531,53.1
202052,FR,female,0,sex,160630,0,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,NA,NA
202053,FR,female,516,sex,160630,516,0.32,0.32,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.711,71.1
202101,FR,female,394,sex,160630,910,0.25,0.57,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.743,74.3
202102,FR,female,887,sex,160630,1797,0.55,1.12,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.679,67.9
202103,FR,female,1881,sex,160630,3678,1.17,2.29,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.563,56.3
202104,FR,female,1796,sex,160630,5474,1.12,3.41,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.586,58.599999999999994
202105,FR,female,2591,sex,160630,8065,1.61,5.02,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.567,56.699999999999996
202106,FR,female,2795,sex,160630,10860,1.74,6.76,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.542,54.2
202107,FR,female,3153,sex,160630,14013,1.96,8.72,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.526,52.6
202108,FR,female,2971,sex,160630,16984,1.85,10.57,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.503,50.3
202109,FR,female,3882,sex,160630,20866,2.42,12.99,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.546,54.6
202110,FR,female,1820,sex,160630,22686,1.13,14.12,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.521,52.1
202111,FR,female,1379,sex,160630,24065,0.86,14.98,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.504,50.4
202112,FR,female,3383,sex,160630,27448,2.11,17.09,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.506,50.6
202113,FR,female,3957,sex,160630,31405,2.46,19.55,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.509,50.9
202114,FR,female,4278,sex,160630,35683,2.66,22.21,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.516,51.6
202115,FR,female,4549,sex,160630,40232,2.83,25.05,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.534,53.400000000000006
202116,FR,female,3878,sex,160630,44110,2.41,27.46,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.558,55.800000000000004
202117,FR,female,4774,sex,160630,48884,2.97,30.43,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.581,58.099999999999994
202118,FR,female,7609,sex,160630,56493,4.74,35.17,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed,0.51,51
